transaction_id,transaction_amount,transaction_hour,merchant_category,distance_from_home,previous_transactions,avg_transaction_amount,device_trust_score,international_transaction,failed_attempts,account_age_days,transactions_last_24h,fraud
103423,59.34,23,Grocery,13.79,72,91.51,0.76,0,1,1062,2,0
103424,58.93,17,Restaurant,11.37,28,28.64,0.74,0,1,2516,1,0
103425,8.18,9,Grocery,10.75,12,56.46,0.86,1,1,2325,3,0
103426,105.38,23,Fuel,6.83,45,33.94,0.64,0,0,2359,3,0
103427,50.77,14,Fuel,23.36,34,117.2,0.96,0,0,948,3,0
103428,140.62,12,Restaurant,11.83,95,9.22,0.42,0,0,178,4,0
103429,60.33,10,Online,4.07,85,53.14,0.63,0,0,2868,2,0
103430,108.98,1,Restaurant,14.27,80,109.06,0.93,0,0,1513,4,0
103431,61.55,7,Online,16.34,88,27.09,0.77,0,0,605,3,0
103432,135.86,17,Restaurant,0.39,86,48.24,0.97,0,0,2146,5,0
103433,64.72,2,Grocery,4.1,58,38.99,0.63,1,0,1582,2,1
103434,37.04,22,Fuel,5.0,13,22.89,0.65,0,0,840,5,0
103435,312.68,2,Fuel,5.13,9,23.24,0.5,0,0,1294,3,1
103436,90.03,20,Fuel,4.91,72,38.71,0.56,1,0,1089,4,0
103437,67.79,6,Online,5.71,87,12.07,0.87,0,1,2072,4,0
103438,12.82,17,Travel,5.49,49,27.15,0.85,0,0,127,4,0
103439,12.69,20,Grocery,38.79,10,13.14,0.37,0,0,461,3,0
103440,52.64,20,Grocery,6.93,81,23.15,0.77,0,0,2430,4,0
103441,46.11,8,Grocery,7.75,29,107.53,0.82,0,0,157,2,0
103442,23.27,17,Electronics,5.57,49,16.52,0.58,0,0,568,1,0
103443,45.92,0,Restaurant,61.72,51,25.11,0.52,0,0,2884,3,1
103444,168.98,3,Online,13.8,51,23.57,0.7,0,1,584,4,0
103445,75.63,3,Electronics,16.97,66,52.06,0.49,0,0,1893,3,0
103446,14.48,16,Restaurant,23.94,11,38.41,0.77,0,1,2203,2,0
103447,36.59,22,Electronics,7.31,72,37.37,0.58,1,0,1076,2,0
103448,19.6,1,Online,62.4,21,68.85,0.59,0,0,2213,7,0
103449,28.53,14,Fuel,2.97,97,17.9,0.64,0,0,968,1,0
103450,27.88,12,Online,11.02,50,18.76,0.62,0,0,943,1,0
103451,26.31,8,Grocery,2.83,71,98.08,0.43,0,2,1393,6,0
103452,13.07,6,Restaurant,28.12,89,123.23,0.5,0,0,1028,2,0
103453,36.06,11,Online,2.04,9,8.88,0.86,0,0,1350,2,0
103454,24.42,11,Restaurant,14.53,43,59.73,0.76,0,0,404,4,0
103455,2.9,13,Fuel,1.99,38,20.76,0.69,0,1,1165,3,0
103456,256.64,22,Grocery,10.85,91,95.24,0.66,0,1,2639,3,0
103457,107.76,14,Electronics,5.92,44,34.87,0.68,0,0,858,3,0
103458,28.83,0,Electronics,42.05,53,7.92,0.68,0,0,41,2,0
103459,41.14,8,Online,0.98,60,40.63,0.76,0,0,1933,2,0
103460,14.09,15,Restaurant,18.89,74,49.0,0.54,1,0,803,4,0
103461,186.08,8,Grocery,21.39,26,36.45,0.45,0,0,1269,1,0
103462,223.09,15,Electronics,39.57,91,79.48,0.32,0,1,1685,4,0
103463,46.57,1,Restaurant,37.83,56,68.76,0.85,0,1,2345,2,0
103464,101.61,9,Fuel,67.94,86,36.2,0.66,0,0,1393,4,1
103465,47.36,17,Travel,5.27,56,8.83,0.65,1,1,1545,2,0
103466,12.15,12,Grocery,5.78,46,38.63,0.58,1,0,1339,5,0
103467,27.92,1,Restaurant,9.11,20,29.02,0.75,0,0,1805,3,0
103468,45.55,12,Electronics,13.88,90,31.39,0.84,0,1,817,4,0
103469,26.87,23,Restaurant,8.24,37,22.73,0.81,0,2,924,2,0
103470,33.22,2,Restaurant,24.27,36,10.98,0.83,0,0,1719,3,0
103471,37.25,14,Online,0.15,93,16.58,0.74,0,1,2977,4,0
103472,37.61,2,Fuel,0.32,77,62.04,0.88,0,0,707,5,0
103473,42.4,22,Grocery,22.66,71,66.27,0.77,0,0,364,3,0
103474,15.57,9,Online,38.64,75,98.13,0.54,0,0,1728,3,0
103475,21.21,5,Fuel,26.97,43,28.46,0.85,0,1,1959,3,0
103476,12.73,22,Travel,2.24,53,32.57,0.7,0,1,2225,5,0
103477,97.52,21,Grocery,49.19,56,18.18,0.83,0,1,1409,5,0
103478,6.08,13,Online,13.28,44,37.95,0.93,0,0,69,2,0
103479,114.23,8,Online,24.41,67,31.74,0.73,0,0,747,4,0
103480,140.85,17,Grocery,4.04,35,13.41,0.97,0,0,1715,2,0
103481,30.82,7,Travel,14.33,1,45.2,0.69,0,0,1370,2,0
103482,3.89,5,Restaurant,7.21,42,10.73,0.76,0,0,79,3,0
103483,29.22,14,Grocery,66.23,65,15.59,0.49,0,0,633,8,0
103484,38.18,13,Online,11.57,97,40.47,0.66,0,0,742,3,0
103485,16.29,14,Online,25.36,26,17.57,0.6,0,0,794,4,0
103486,25.44,19,Fuel,16.64,67,22.6,0.83,0,0,2387,3,0
103487,160.32,5,Restaurant,1.78,88,31.72,0.44,0,0,684,3,0
103488,73.58,21,Restaurant,14.09,99,55.25,0.87,0,1,2638,1,0
103489,17.6,11,Restaurant,13.99,61,78.49,0.64,0,0,1314,3,0
103490,9.6,9,Electronics,22.64,45,19.57,0.62,0,2,1901,2,0
103491,30.13,18,Online,6.99,80,58.64,0.67,0,0,2583,4,0
103492,33.38,7,Online,35.47,99,26.11,0.75,0,0,2230,4,0
103493,63.22,4,Online,17.54,78,27.57,0.46,0,0,2627,3,0
103494,24.98,9,Online,0.72,33,35.54,0.74,0,0,2736,1,0
103495,64.09,10,Restaurant,22.09,58,75.96,0.86,0,1,1126,5,0
103496,230.82,19,Grocery,42.75,9,38.63,0.73,0,0,761,2,0
103497,84.26,13,Fuel,20.69,19,30.0,0.74,0,0,1281,4,0
103498,38.73,13,Travel,8.6,30,41.29,0.52,0,1,1691,2,0
103499,34.3,1,Fuel,16.08,74,42.82,0.3,0,0,1156,3,0
103500,29.34,16,Travel,3.38,63,10.25,0.74,1,0,71,2,0
103501,117.05,14,Grocery,16.55,53,46.47,0.97,0,0,2812,2,0
103502,23.0,22,Fuel,12.51,11,42.46,0.41,1,1,1910,3,0
103503,42.13,2,Online,0.48,26,54.03,0.63,0,0,1839,5,0
103504,42.35,2,Online,6.99,26,29.19,0.77,1,0,2035,3,0
103505,25.75,2,Grocery,3.82,14,35.87,0.81,0,0,603,3,0
103506,11.76,2,Fuel,8.92,16,30.79,0.49,1,0,2900,1,0
103507,54.09,17,Restaurant,4.98,39,35.1,0.69,0,0,1460,2,0
103508,38.29,5,Restaurant,32.35,30,42.69,0.63,0,2,1934,2,0
103509,63.45,13,Fuel,21.53,73,54.01,0.72,0,0,2567,3,0
103510,25.02,2,Online,24.26,13,46.34,0.77,0,0,833,2,0
103511,121.36,0,Grocery,8.06,65,38.15,0.46,0,1,2778,1,0
103512,18.37,9,Restaurant,0.06,2,13.76,0.95,0,0,921,5,0
103513,188.83,12,Restaurant,4.45,23,29.51,0.65,0,0,1680,3,0
103514,8.39,8,Fuel,25.34,34,47.03,0.92,0,0,2019,3,0
103515,59.82,21,Electronics,16.62,65,11.1,0.65,0,2,932,2,0
103516,62.05,21,Online,13.92,42,268.44,0.83,0,1,2374,2,0
103517,19.77,1,Online,5.93,42,27.39,0.95,0,0,1971,4,0
103518,59.26,9,Grocery,1.42,69,17.75,0.88,0,0,1603,4,0
103519,127.94,11,Grocery,27.66,39,24.51,0.59,0,0,404,4,0
103520,5.5,18,Restaurant,0.71,96,20.85,0.63,0,0,509,2,0
103521,63.59,2,Online,1.1,74,73.15,0.97,0,1,1354,2,0
103522,4.29,18,Restaurant,6.29,22,68.16,0.69,0,1,843,2,0
103523,16.96,0,Online,15.31,88,93.14,0.58,0,0,2916,4,0
103524,175.26,14,Restaurant,87.43,35,22.73,0.88,0,0,2140,5,0
103525,23.96,22,Restaurant,1.71,95,58.55,0.72,0,1,2122,2,0
103526,14.06,12,Grocery,11.54,44,29.75,0.76,0,1,1358,1,0
103527,33.85,6,Grocery,16.57,48,59.73,0.79,0,0,63,3,0
103528,260.11,1,Online,31.18,50,11.52,0.93,0,0,2745,3,1
103529,7.78,21,Online,21.06,85,33.12,0.8,0,0,2973,2,0
103530,15.7,19,Restaurant,29.68,59,17.79,0.97,0,0,2240,1,0
103531,155.66,10,Restaurant,13.3,74,13.35,0.7,0,0,186,3,0
103532,215.28,22,Restaurant,10.24,91,21.03,0.7,0,0,2375,4,0
103533,36.85,15,Grocery,17.36,33,15.71,0.66,0,0,106,2,0
103534,13.26,13,Online,41.6,16,15.63,0.62,0,0,2960,2,0
103535,266.74,22,Restaurant,14.41,5,73.34,0.6,0,0,963,5,0
103536,169.86,14,Restaurant,16.75,88,31.92,0.66,0,0,2679,1,0
103537,74.52,19,Restaurant,7.42,44,12.77,0.63,1,0,724,2,0
103538,19.47,18,Online,16.32,91,31.75,0.84,0,0,2781,2,0
103539,38.7,6,Electronics,17.79,14,29.09,0.52,0,0,2186,2,0
103540,35.01,8,Travel,25.2,74,22.86,0.75,0,0,850,2,0
103541,54.48,3,Travel,15.28,80,39.84,0.93,0,0,1683,6,0
103542,149.29,5,Online,3.96,93,27.42,0.7,0,0,2676,2,0
103543,89.25,22,Travel,15.7,79,20.71,0.68,0,0,329,4,0
103544,15.34,9,Grocery,6.37,86,29.1,0.52,0,0,2497,2,0
103545,139.61,2,Fuel,1.64,57,62.91,0.77,0,0,2809,4,0
103546,53.61,20,Restaurant,31.42,70,73.65,0.9,0,1,1211,3,0
103547,75.07,0,Grocery,1.23,47,47.44,0.32,0,2,2056,3,1
103548,151.39,5,Online,17.98,91,56.59,0.6,0,0,2989,5,0
103549,14.87,4,Online,80.37,93,60.46,0.75,0,0,1692,3,0
103550,39.16,22,Restaurant,1.65,92,68.18,0.76,0,0,1707,3,0
103551,25.07,14,Restaurant,4.48,19,123.05,0.78,0,0,1132,3,0
103552,9.86,10,Grocery,25.75,97,16.11,0.68,0,0,1165,2,0
103553,55.26,19,Travel,1.83,62,53.19,0.72,0,0,1305,8,0
103554,387.77,12,Grocery,32.19,10,143.45,0.81,0,1,2503,2,0
103555,7.72,5,Travel,0.0,56,12.1,0.45,0,0,2138,2,0
103556,39.29,4,Restaurant,39.72,11,93.74,0.77,0,1,411,3,0
103557,71.99,1,Travel,1.24,94,16.25,0.55,0,0,2323,1,0
103558,45.19,16,Restaurant,45.91,78,52.71,0.76,0,0,1054,1,0
103559,36.53,23,Restaurant,35.98,80,35.11,0.54,0,0,1934,1,0
103560,12.56,11,Electronics,13.96,7,35.13,0.52,0,1,602,2,1
103561,49.87,11,Grocery,27.09,53,2.95,0.75,0,0,2048,2,0
103562,20.47,21,Electronics,1.4,68,7.26,0.93,0,0,814,3,0
103563,5.64,13,Grocery,2.61,16,23.57,0.77,0,0,1079,4,0
103564,118.53,6,Online,8.3,60,30.7,0.81,0,1,1566,3,0
103565,95.83,21,Online,13.88,51,44.12,0.85,0,0,2231,5,0
103566,42.37,13,Online,36.48,99,20.55,0.55,0,0,2820,3,0
103567,49.71,6,Restaurant,14.08,9,27.88,0.6,0,0,1145,5,0
103568,106.37,8,Electronics,19.7,49,16.46,0.89,0,1,441,3,0
103569,49.5,13,Online,20.5,36,15.16,0.69,0,0,2330,1,0
103570,91.25,20,Restaurant,37.8,9,22.07,0.34,0,1,1951,2,1
103571,30.95,16,Grocery,26.99,32,7.88,0.85,0,0,2566,4,0
103572,131.73,16,Fuel,67.92,57,44.81,0.69,0,1,2479,2,0
103573,53.99,20,Grocery,0.36,90,51.76,0.77,0,1,96,2,0
103574,48.17,12,Restaurant,4.19,57,76.25,0.63,0,0,313,1,0
103575,12.9,17,Restaurant,47.98,44,184.22,0.72,0,0,2833,5,0
103576,52.37,18,Online,28.28,19,21.27,0.72,0,0,2137,1,0
103577,19.13,16,Fuel,5.6,43,83.73,0.74,0,1,2173,4,0
103578,22.77,5,Fuel,65.87,68,26.44,0.75,0,0,2317,5,0
103579,19.42,11,Restaurant,36.71,64,41.79,0.7,1,1,2286,4,0
103580,15.49,5,Online,1.2,95,44.55,0.89,0,1,2676,5,0
103581,273.77,2,Grocery,30.02,13,66.86,0.66,0,1,1240,4,0
103582,134.05,14,Restaurant,27.63,10,27.57,0.78,0,1,1663,6,0
103583,227.77,2,Fuel,4.5,48,8.84,0.91,0,2,934,2,1
103584,13.46,22,Travel,19.91,20,26.24,0.57,0,1,1313,2,0
103585,43.13,14,Grocery,63.25,6,117.77,0.63,0,0,2935,4,0
103586,12.63,0,Grocery,20.28,44,39.25,0.76,0,1,1349,2,0
103587,21.63,20,Travel,30.25,48,88.18,0.52,0,0,2514,2,0
103588,17.7,2,Electronics,1.88,72,86.15,0.88,0,0,2892,4,0
103589,123.42,4,Travel,23.4,99,39.81,0.6,0,0,785,4,0
103590,28.32,13,Electronics,4.12,64,24.0,0.71,0,0,35,2,0
103591,105.8,3,Electronics,1.34,79,21.94,0.29,0,0,2883,2,0
103592,69.67,21,Grocery,14.46,29,41.55,0.66,0,0,1938,1,0
103593,321.59,8,Fuel,25.0,72,49.66,0.54,0,0,2155,2,0
103594,10.68,17,Online,14.24,9,85.05,0.82,0,0,2393,3,0
103595,125.63,9,Restaurant,48.28,93,15.76,0.83,0,1,1099,3,0
103596,113.5,7,Restaurant,21.41,23,18.03,0.88,0,0,1464,4,0
103597,16.84,12,Travel,2.25,55,40.2,0.55,0,0,670,1,0
103598,100.13,1,Online,49.07,76,17.26,0.62,0,0,2756,5,0
103599,54.74,19,Fuel,2.99,28,51.9,0.69,0,1,1553,2,0
103600,32.96,19,Grocery,25.56,47,35.82,0.73,0,1,2690,6,0
103601,19.27,6,Grocery,2.89,15,19.58,0.71,0,0,683,3,0
103602,21.17,10,Online,118.03,99,132.14,0.54,0,0,147,2,0
103603,255.91,4,Electronics,7.27,93,38.73,0.43,0,2,1034,2,1
103604,40.47,17,Fuel,12.33,58,57.12,0.68,0,0,2617,3,0
103605,81.77,7,Online,11.32,18,57.54,0.8,0,0,754,1,0
103606,19.85,9,Travel,1.93,40,84.32,0.34,0,1,957,3,0
103607,20.05,1,Travel,12.26,18,53.23,0.78,0,0,1191,1,0
103608,107.1,2,Online,2.91,74,38.2,0.89,0,0,2696,3,0
103609,12.01,22,Grocery,29.15,7,25.47,0.66,0,0,1169,6,0
103610,27.84,4,Fuel,57.2,2,64.29,0.89,0,1,2245,2,0
103611,41.71,15,Grocery,29.71,82,87.2,0.77,0,0,2349,1,0
103612,44.71,9,Fuel,10.15,51,90.73,0.92,0,1,1751,3,0
103613,34.43,10,Grocery,0.04,35,98.02,0.72,0,2,1980,3,0
103614,57.76,18,Online,0.67,10,39.19,0.32,0,1,411,1,0
103615,75.46,15,Grocery,12.3,20,25.07,0.69,0,0,2010,3,0
103616,78.35,11,Travel,20.48,57,24.66,0.37,0,0,140,4,0
103617,16.66,1,Restaurant,30.82,74,31.62,0.65,0,0,1033,1,0
103618,31.32,10,Grocery,16.47,13,79.07,0.62,0,0,2431,1,0
103619,118.54,21,Travel,68.96,24,119.3,0.63,0,1,748,8,0
103620,90.48,0,Electronics,12.25,42,66.38,0.93,0,1,1180,3,0
103621,11.76,23,Restaurant,16.49,63,16.85,0.75,0,0,1930,4,0
103622,55.5,4,Restaurant,4.71,46,16.81,0.87,0,0,772,3,0
103623,6.82,20,Online,7.47,61,38.76,0.89,0,0,1358,1,0
103624,42.19,13,Grocery,20.69,75,14.35,0.64,0,1,50,2,0
103625,223.18,17,Grocery,16.57,63,25.03,0.51,0,0,2336,7,0
103626,17.23,6,Travel,8.31,20,24.16,0.36,1,0,2232,2,0
103627,19.09,4,Fuel,2.14,16,34.42,0.73,0,0,1504,6,0
103628,80.45,7,Fuel,7.55,35,60.41,0.66,0,0,2303,2,0
103629,10.09,20,Restaurant,0.81,77,17.58,0.49,1,0,2617,4,0
103630,22.89,14,Fuel,15.65,9,40.7,0.9,0,1,2485,3,0
103631,69.19,4,Online,7.02,95,30.89,0.81,0,1,2279,3,0
103632,22.85,12,Electronics,8.6,36,31.47,0.77,0,0,2759,1,0
103633,32.71,18,Grocery,15.41,14,48.51,0.8,0,1,1206,5,0
103634,79.03,1,Electronics,15.67,43,26.35,0.52,0,0,1876,2,1
103635,59.11,4,Electronics,15.98,76,40.96,0.82,1,0,2424,3,0
103636,51.43,4,Restaurant,12.18,23,53.32,0.48,0,1,2970,2,0
103637,29.81,5,Restaurant,12.05,49,28.88,0.57,0,0,2717,4,0
103638,56.43,15,Restaurant,30.99,96,39.11,0.75,0,0,905,2,0
103639,36.18,1,Grocery,11.34,1,43.71,0.79,1,0,2090,6,0
103640,61.07,4,Online,13.82,80,22.92,0.63,0,0,1246,5,0
103641,25.86,14,Travel,79.96,50,24.44,0.8,0,0,1931,6,0
103642,34.32,0,Restaurant,3.6,58,12.26,0.57,0,0,498,2,0
103643,16.59,18,Fuel,23.33,75,19.82,0.81,0,0,1395,1,0
103644,39.19,2,Electronics,11.54,29,14.41,0.57,0,0,2569,5,0
103645,19.49,18,Travel,31.95,2,34.77,0.41,0,1,2307,2,0
103646,14.84,14,Online,9.32,16,54.82,0.53,0,0,1971,4,0
103647,51.05,2,Fuel,6.5,80,50.47,0.49,0,0,86,2,0
103648,48.98,7,Grocery,4.19,27,61.08,0.27,0,1,2064,1,0
103649,81.83,14,Online,37.04,36,31.99,0.36,0,1,491,4,0
103650,27.44,0,Fuel,22.81,97,33.46,0.88,0,1,158,2,0
103651,58.4,5,Travel,1.44,26,78.52,0.91,0,1,2794,1,0
103652,66.4,21,Electronics,22.5,75,13.34,0.74,0,2,2312,4,0
103653,60.36,16,Online,0.64,7,11.65,0.7,0,0,716,3,0
103654,19.24,15,Electronics,3.61,38,31.72,0.51,0,0,1057,2,0
103655,46.27,12,Travel,16.17,38,51.7,0.73,0,0,274,4,0
103656,56.13,0,Fuel,11.21,25,16.92,0.91,0,0,1710,5,1
103657,40.71,2,Restaurant,33.04,52,34.73,0.45,0,1,538,2,0
103658,6.19,23,Grocery,16.85,56,27.91,0.95,0,0,1967,1,0
103659,46.73,5,Electronics,60.33,50,17.4,0.74,0,1,1467,4,0
103660,296.27,19,Restaurant,34.78,72,35.61,0.8,0,1,2217,2,0
103661,29.25,20,Restaurant,7.49,58,10.92,0.49,0,0,2878,3,0
103662,21.0,2,Online,32.34,92,45.18,0.87,0,1,267,3,0
103663,56.6,14,Online,36.72,6,57.93,0.83,0,0,1522,1,0
103664,53.58,14,Restaurant,62.95,29,22.08,0.47,0,0,2662,3,0
103665,118.33,10,Fuel,0.23,67,57.03,0.67,0,0,2260,5,0
103666,13.04,21,Fuel,37.39,36,47.06,0.75,0,1,2405,2,0
103667,78.12,5,Grocery,1.3,6,17.81,0.8,0,0,1027,6,0
103668,68.81,5,Electronics,13.52,1,29.37,0.84,1,0,2326,4,0
103669,35.59,8,Electronics,9.64,79,46.33,0.66,0,0,2498,1,0
103670,54.86,13,Grocery,45.44,29,42.14,0.6,0,1,1420,4,0
103671,102.16,10,Electronics,9.35,79,13.38,0.87,0,1,2785,2,0
103672,88.68,23,Travel,16.32,12,44.04,0.74,0,0,2175,5,0
103673,14.46,5,Grocery,21.19,56,15.93,0.71,0,0,244,3,0
103674,84.62,17,Grocery,0.35,6,11.63,0.61,0,0,1527,2,0
103675,38.16,19,Grocery,16.09,59,43.45,0.72,0,0,1383,2,0
103676,43.19,14,Grocery,13.14,52,29.88,0.85,0,0,56,2,0
103677,43.2,21,Restaurant,16.23,37,35.71,0.54,0,0,1384,3,0
103678,35.33,8,Electronics,1.42,71,75.45,0.61,0,0,180,3,0
103679,118.22,10,Fuel,1.03,42,28.52,0.81,0,0,1340,3,0
103680,37.51,1,Grocery,3.52,39,19.63,0.88,0,1,2073,4,0
103681,14.77,5,Fuel,36.65,39,12.93,0.68,0,1,307,5,0
103682,28.38,22,Grocery,7.93,55,63.17,0.74,0,3,528,2,0
103683,47.5,13,Restaurant,10.25,46,40.81,0.82,0,1,950,2,0
103684,122.28,13,Electronics,8.9,68,39.88,0.77,0,2,1344,4,0
103685,69.6,23,Online,22.56,53,50.1,0.56,0,0,1442,2,0
103686,18.81,12,Grocery,5.41,61,83.19,0.42,0,1,1340,4,0
103687,378.67,4,Fuel,1.28,10,18.56,0.67,0,1,789,2,0
103688,51.33,8,Grocery,8.55,77,17.94,0.7,0,0,1504,2,0
103689,127.47,10,Electronics,23.42,7,29.5,0.59,0,3,1420,3,0
103690,35.28,6,Restaurant,44.37,35,17.85,0.79,0,0,1415,5,0
103691,65.37,1,Online,0.94,69,37.06,0.72,0,0,2752,4,0
103692,86.1,23,Fuel,29.94,82,25.32,0.64,0,0,2998,2,0
103693,121.07,11,Travel,1.23,7,45.54,0.31,0,0,2093,2,0
103694,104.76,4,Online,7.23,38,26.77,0.8,0,1,2487,3,0
103695,88.67,23,Online,0.41,8,39.81,0.71,0,1,2515,3,0
103696,30.46,1,Restaurant,43.65,43,22.46,0.68,0,0,58,3,0
103697,24.18,13,Online,22.08,42,42.79,0.71,0,1,1889,3,0
103698,54.56,6,Grocery,8.29,26,52.74,0.85,0,0,1863,2,0
103699,93.67,4,Travel,8.53,6,28.75,0.8,0,0,1912,1,0
103700,33.1,3,Online,18.38,82,47.04,0.78,0,1,100,6,0
103701,105.49,9,Restaurant,1.69,58,26.02,0.87,0,1,1751,2,0
103702,149.51,15,Fuel,2.82,10,18.45,0.9,0,1,2693,1,0
103703,17.73,5,Online,33.82,73,48.7,0.78,0,1,1063,2,0
103704,19.04,20,Fuel,4.07,12,35.99,0.57,0,1,1778,2,0
103705,35.65,5,Grocery,23.35,29,64.92,0.86,0,0,1678,1,0
103706,53.35,8,Electronics,4.61,21,15.76,0.81,0,2,1150,2,1
103707,25.23,0,Grocery,1.66,21,27.55,0.9,0,0,717,4,0
103708,136.59,15,Fuel,41.45,91,24.12,0.73,0,0,1233,1,0
103709,59.24,16,Electronics,41.75,42,31.49,0.62,0,1,2791,5,0
103710,41.91,12,Travel,16.73,76,14.84,0.96,0,0,467,3,0
103711,11.11,5,Electronics,11.16,29,67.67,0.71,0,0,1158,3,0
103712,12.38,1,Grocery,14.48,90,28.63,0.27,0,1,106,6,0
103713,52.09,7,Electronics,9.44,90,9.37,0.66,1,0,1157,3,0
103714,5.93,22,Grocery,25.48,92,12.79,0.69,0,0,2027,2,0
103715,100.62,21,Travel,25.28,14,25.39,0.75,0,1,817,4,0
103716,35.08,3,Fuel,30.76,25,14.18,0.77,0,1,550,5,0
103717,749.03,8,Online,13.32,39,37.47,0.95,0,1,1698,4,0
103718,322.83,22,Online,29.09,59,69.91,0.93,0,0,2247,2,0
103719,34.35,6,Travel,3.05,72,20.62,0.85,0,0,1219,3,0
103720,36.76,20,Online,0.55,62,45.37,0.87,0,0,1471,3,0
103721,99.09,0,Fuel,18.8,79,78.53,0.67,0,0,1307,2,0
103722,187.33,13,Fuel,2.01,27,4.37,0.7,0,1,680,4,0
103723,9.26,1,Grocery,14.4,99,27.6,0.32,0,1,463,4,0
103724,8.1,7,Fuel,22.99,5,21.73,0.46,0,0,2688,3,0
103725,23.11,10,Electronics,9.41,4,20.32,0.63,0,1,2624,2,0
103726,68.34,4,Travel,0.81,52,46.82,0.68,0,3,1891,2,0
103727,63.26,17,Electronics,39.27,85,21.36,0.74,0,1,1325,6,0
103728,105.93,11,Online,0.8,84,37.54,0.51,0,0,2657,4,0
103729,13.74,20,Restaurant,42.32,6,38.31,0.8,0,0,1515,4,0
103730,5.03,23,Grocery,0.97,29,24.13,0.51,0,2,95,3,0
103731,87.55,19,Online,23.92,55,88.15,0.61,1,1,1800,3,0
103732,19.19,18,Travel,46.59,67,85.68,0.77,0,0,633,2,0
103733,6.58,4,Grocery,42.75,36,7.11,0.67,0,0,2793,4,0
103734,46.09,6,Travel,40.29,17,48.95,0.77,0,0,444,3,0
103735,82.59,1,Restaurant,38.63,37,37.33,0.79,0,0,1300,3,0
103736,36.24,16,Grocery,12.86,49,16.42,0.95,0,0,2349,4,0
103737,26.79,12,Grocery,14.68,89,33.63,0.66,0,0,70,2,0
103738,35.04,10,Fuel,17.4,99,60.62,0.88,0,0,61,3,0
103739,28.98,4,Fuel,40.73,64,26.01,0.9,0,0,2209,2,0
103740,12.02,12,Grocery,32.78,57,22.0,0.73,0,1,2874,3,0
103741,21.26,22,Restaurant,27.5,21,32.52,0.78,0,0,563,5,0
103742,64.66,12,Travel,20.27,66,36.25,0.77,0,0,293,1,0
103743,54.03,7,Restaurant,17.34,11,33.77,0.88,0,1,1642,2,0
103744,47.05,10,Restaurant,46.03,17,40.77,0.77,0,1,2182,4,0
103745,16.52,7,Grocery,3.85,61,17.79,0.96,1,0,2897,3,0
103746,34.35,9,Electronics,3.85,95,52.84,0.31,0,0,2791,2,0
103747,5.7,10,Grocery,72.79,83,43.88,0.69,0,0,2034,2,0
103748,47.5,0,Restaurant,14.5,29,56.4,0.58,0,1,1798,5,0
103749,146.35,6,Fuel,11.89,77,14.38,0.63,0,0,2495,5,0
103750,10.73,7,Fuel,34.22,21,67.98,0.96,0,2,985,3,0
103751,23.87,5,Fuel,34.12,69,44.66,0.6,0,0,2304,5,0
103752,54.39,13,Fuel,3.5,51,15.51,0.33,0,0,2454,4,0
103753,124.91,19,Grocery,3.43,28,29.4,0.48,0,3,852,2,0
103754,27.02,6,Online,28.55,15,40.38,0.42,0,0,1438,3,0
103755,21.69,2,Electronics,27.72,91,88.69,0.94,0,0,283,1,0
103756,6.88,1,Fuel,4.59,4,18.33,0.77,0,1,2269,2,0
103757,44.39,21,Online,33.16,38,263.25,0.57,0,1,2668,5,0
103758,254.14,17,Travel,11.77,67,26.27,0.95,0,0,2113,3,1
103759,51.92,21,Restaurant,11.43,29,12.99,0.65,0,1,638,5,0
103760,39.64,2,Electronics,76.45,11,42.67,0.87,0,0,877,1,0
103761,54.05,13,Electronics,13.18,51,23.32,0.85,0,2,1182,2,0
103762,40.05,17,Fuel,2.65,36,9.08,0.71,0,1,1712,2,0
103763,19.46,12,Fuel,5.92,91,69.74,0.82,0,0,2541,2,0
103764,84.86,7,Grocery,7.31,99,38.79,0.65,0,0,1639,4,0
103765,49.56,3,Electronics,57.26,57,90.5,0.42,0,0,1248,3,0
103766,41.09,14,Grocery,5.52,5,28.71,0.79,0,1,1444,2,0
103767,16.81,11,Fuel,10.13,16,17.35,0.46,0,0,2851,8,0
103768,130.73,13,Fuel,24.93,85,15.59,0.76,0,1,64,3,0
103769,73.57,19,Restaurant,5.77,25,14.5,0.85,0,1,2168,2,0
103770,24.59,6,Online,21.77,30,48.02,0.91,0,0,344,1,0
103771,99.65,23,Online,4.19,51,42.42,0.62,0,1,1305,6,0
103772,25.85,11,Grocery,5.0,3,18.01,0.8,0,0,556,3,0
103773,20.01,8,Fuel,77.27,37,22.49,0.91,0,0,710,6,0
103774,20.41,9,Restaurant,8.29,71,80.06,0.46,0,0,2509,5,0
103775,8.22,7,Grocery,23.55,3,42.61,0.75,1,0,1209,4,0
103776,61.83,19,Travel,32.99,58,67.3,0.37,0,0,1134,3,0
103777,7.78,1,Restaurant,7.67,72,42.5,0.74,0,1,1431,3,1
103778,13.39,15,Electronics,7.95,21,54.14,0.93,0,0,656,5,0
103779,6.25,20,Online,26.7,18,37.01,0.91,0,0,1145,2,0
103780,37.43,22,Fuel,16.81,58,7.39,0.44,0,0,1557,4,0
103781,35.33,17,Online,8.08,10,65.38,0.47,0,1,2712,3,0
103782,30.14,19,Restaurant,24.92,20,27.83,0.81,0,0,2435,3,0
103783,15.83,21,Restaurant,35.87,40,29.24,0.7,0,0,2182,3,0
